Equation,Answer
9 + 97 = ,106
85 + 25 = ,110
20 * 8 = ,160
3384 / 94 = ,36
798 / 14 = ,57
96 * 30 = ,2880
2115 / 45 = ,47
4 + 88 = ,92
2788 / 34 = ,82
54 - 83 = ,-29
25 - 42 = ,-17
57 + 22 = ,79
7347 / 93 = ,79
69 * 6 = ,414
48 + 33 = ,81
4356 / 66 = ,66
92 * 94 = ,8648
72 + 65 = ,137
13 - 3 = ,10
25 - 6 = ,19
38 - 72 = ,-34
25 * 54 = ,1350
89 - 75 = ,14
342 / 38 = ,9
26 - 11 = ,15
7200 / 100 = ,72
22 + 58 = ,80
80 + 73 = ,153
49 - 63 = ,-14
13 * 91 = ,1183
53 * 23 = ,1219
33 * 83 = ,2739
62 + 92 = ,154
63 + 77 = ,140
377 / 13 = ,29
89 - 48 = ,41
408 / 12 = ,34
25 - 42 = ,-17
31 + 89 = ,120
56 - 83 = ,-27
59 - 60 = ,-1
79 * 84 = ,6636
92 - 80 = ,12
55 * 88 = ,4840
91 * 33 = ,3003
5762 / 67 = ,86
14 - 30 = ,-16
88 * 73 = ,6424
10 * 49 = ,490
83 * 61 = ,5063
17 + 83 = ,100
13 * 72 = ,936
4402 / 62 = ,71
20 + 6 = ,26
40 + 24 = ,64
48 * 46 = ,2208
20 - 58 = ,-38
86 * 50 = ,4300
71 * 59 = ,4189
5824 / 91 = ,64
12 - 19 = ,-7
1349 / 71 = ,19
87 * 22 = ,1914
62 + 30 = ,92
47 - 47 = ,0
3626 / 49 = ,74
1088 / 17 = ,64
48 - 91 = ,-43
100 + 35 = ,135
72 - 19 = ,53
82 * 74 = ,6068
43 * 77 = ,3311
45 - 21 = ,24
55 * 60 = ,3300
28 + 61 = ,89
72 - 28 = ,44
73 * 83 = ,6059
85 - 37 = ,48
84 + 82 = ,166
14 + 76 = ,90
49 - 99 = ,-50
4559 / 47 = ,97
1710 / 57 = ,30
114 / 57 = ,2
73 * 62 = ,4526
7695 / 81 = ,95
49 - 86 = ,-37
1615 / 95 = ,17
64 - 3 = ,61
15 * 90 = ,1350
1 - 36 = ,-35
10 * 59 = ,590
26 - 34 = ,-8
1 * 91 = ,91
36 * 40 = ,1440
850 / 85 = ,10
66 - 12 = ,54
37 + 54 = ,91
93 - 87 = ,6
5625 / 75 = ,75
24 * 54 = ,1296
28 - 9 = ,19
70 * 86 = ,6020
61 - 74 = ,-13
8 - 51 = ,-43
70 - 98 = ,-28
552 / 46 = ,12
36 * 88 = ,3168
16 + 91 = ,107
16 * 19 = ,304
28 * 26 = ,728
22 + 44 = ,66
24 + 52 = ,76
18 * 49 = ,882
3520 / 80 = ,44
6 * 94 = ,564
72 * 19 = ,1368
56 - 98 = ,-42
71 + 96 = ,167
3710 / 53 = ,70
4032 / 84 = ,48
95 - 71 = ,24
80 * 93 = ,7440
40 - 20 = ,20
18 * 30 = ,540
45 + 91 = ,136
1 - 88 = ,-87
48 * 74 = ,3552
1287 / 13 = ,99
73 * 62 = ,4526
1290 / 86 = ,15
1450 / 50 = ,29
77 - 65 = ,12
68 + 57 = ,125
96 * 66 = ,6336
36 + 69 = ,105
12 * 22 = ,264
42 + 29 = ,71
43 * 92 = ,3956
75 + 48 = ,123
15 + 40 = ,55
23 * 64 = ,1472
45 - 7 = ,38
3848 / 52 = ,74
33 + 53 = ,86
21 + 94 = ,115
98 + 1 = ,99
37 - 51 = ,-14
36 - 5 = ,31
73 - 9 = ,64
100 - 35 = ,65
69 - 100 = ,-31
82 + 24 = ,106
87 - 90 = ,-3
752 / 8 = ,94
16 * 42 = ,672
53 - 84 = ,-31
7 - 42 = ,-35
50 + 52 = ,102
16 - 96 = ,-80
40 * 49 = ,1960
88 - 94 = ,-6
98 + 40 = ,138
15 * 66 = ,990
55 + 54 = ,109
5915 / 65 = ,91
3120 / 80 = ,39
40 - 61 = ,-21
72 + 52 = ,124
57 * 30 = ,1710
31 * 52 = ,1612
1488 / 48 = ,31
58 - 59 = ,-1
99 - 24 = ,75
39 + 14 = ,53
1568 / 49 = ,32
59 + 23 = ,82
43 * 40 = ,1720
23 - 44 = ,-21
4947 / 51 = ,97
58 - 87 = ,-29
78 * 56 = ,4368
7 * 11 = ,77
59 + 8 = ,67
60 - 54 = ,6
45 * 35 = ,1575
59 * 68 = ,4012
25 - 67 = ,-42
7 * 64 = ,448
62 + 2 = ,64
41 * 68 = ,2788
23 - 13 = ,10
49 - 56 = ,-7
85 + 62 = ,147
10 + 75 = ,85
7128 / 88 = ,81
99 + 57 = ,156
473 / 11 = ,43
66 * 57 = ,3762
3528 / 36 = ,98
51 + 71 = ,122
2028 / 78 = ,26
28 - 30 = ,-2
9215 / 95 = ,97
68 + 70 = ,138
91 + 31 = ,122
60 * 20 = ,1200
40 + 85 = ,125
437 / 19 = ,23
90 * 25 = ,2250
90 + 100 = ,190
2574 / 26 = ,99
5292 / 98 = ,54
124 / 2 = ,62
60 + 18 = ,78
16 + 33 = ,49
53 + 59 = ,112
88 - 8 = ,80
968 / 44 = ,22
38 + 67 = ,105
54 * 67 = ,3618
1005 / 15 = ,67
95 - 21 = ,74
8514 / 99 = ,86
43 + 81 = ,124
40 + 39 = ,79
1540 / 44 = ,35
71 - 81 = ,-10
22 - 73 = ,-51
85 * 54 = ,4590
1056 / 33 = ,32
1260 / 20 = ,63
63 / 7 = ,9
280 / 35 = ,8
24 * 90 = ,2160
2960 / 80 = ,37
87 * 58 = ,5046
4446 / 57 = ,78
1764 / 84 = ,21
24 - 31 = ,-7
370 / 37 = ,10
18 - 43 = ,-25
40 * 25 = ,1000
40 * 100 = ,4000
7372 / 76 = ,97
54 / 27 = ,2
87 + 78 = ,165
748 / 34 = ,22
1258 / 17 = ,74
88 + 46 = ,134
13 * 10 = ,130
9 + 47 = ,56
3456 / 64 = ,54
43 + 42 = ,85
36 + 51 = ,87
6 * 65 = ,390
65 + 82 = ,147
21 - 83 = ,-62
11 - 16 = ,-5
65 * 84 = ,5460
95 + 63 = ,158
92 * 54 = ,4968
1 - 61 = ,-60
90 * 97 = ,8730
1245 / 83 = ,15
91 + 81 = ,172
3825 / 75 = ,51
41 + 39 = ,80
6370 / 70 = ,91
2162 / 94 = ,23
72 * 63 = ,4536
14 * 85 = ,1190
38 + 74 = ,112
51 * 99 = ,5049
2130 / 71 = ,30
78 - 31 = ,47
1125 / 45 = ,25
90 - 38 = ,52
230 / 46 = ,5
56 + 84 = ,140
3 + 8 = ,11
4092 / 44 = ,93
88 + 12 = ,100
11 - 73 = ,-62
15 + 14 = ,29
1600 / 50 = ,32
89 - 51 = ,38
52 + 39 = ,91
2772 / 84 = ,33
72 / 24 = ,3
87 * 28 = ,2436
71 - 91 = ,-20
56 + 100 = ,156
4 - 55 = ,-51
29 - 10 = ,19
100 - 40 = ,60
220 / 44 = ,5
31 * 53 = ,1643
79 - 55 = ,24
3 * 70 = ,210
4158 / 99 = ,42
41 + 86 = ,127
95 + 72 = ,167
64 + 31 = ,95
44 * 85 = ,3740
55 + 79 = ,134
19 + 17 = ,36
74 * 17 = ,1258
100 * 50 = ,5000
56 - 55 = ,1
6497 / 89 = ,73
45 * 58 = ,2610
15 * 66 = ,990
61 - 98 = ,-37
39 * 70 = ,2730
9 + 10 = ,19
41 * 97 = ,3977
3038 / 49 = ,62
12 * 74 = ,888
40 - 46 = ,-6
1920 / 96 = ,20
2400 / 40 = ,60
100 * 98 = ,9800
21 + 33 = ,54
34 - 87 = ,-53
74 + 20 = ,94
2256 / 48 = ,47
1247 / 43 = ,29
987 / 47 = ,21
25 * 59 = ,1475
4047 / 71 = ,57
260 / 13 = ,20
52 * 3 = ,156
49 - 40 = ,9
84 + 21 = ,105
10 + 75 = ,85
7110 / 79 = ,90
29 - 14 = ,15
31 - 67 = ,-36
2193 / 51 = ,43
28 + 44 = ,72
80 + 82 = ,162
91 - 73 = ,18
65 * 91 = ,5915
41 - 86 = ,-45
20 - 58 = ,-38
56 - 78 = ,-22
24 - 62 = ,-38
41 * 16 = ,656
46 * 35 = ,1610
25 + 58 = ,83
3 * 86 = ,258
12 + 71 = ,83
266 / 38 = ,7
3430 / 35 = ,98
29 + 58 = ,87
36 - 57 = ,-21
11 - 70 = ,-59
79 - 67 = ,12
48 + 48 = ,96
1540 / 35 = ,44
1955 / 85 = ,23
18 + 53 = ,71
29 * 74 = ,2146
5810 / 83 = ,70
175 / 25 = ,7
12 * 56 = ,672
23 * 75 = ,1725
93 - 30 = ,63
59 - 13 = ,46
9 - 54 = ,-45
99 - 3 = ,96
15 + 100 = ,115
44 - 71 = ,-27
41 - 17 = ,24
86 * 30 = ,2580
3952 / 52 = ,76
14 * 18 = ,252
47 * 13 = ,611
38 * 74 = ,2812
640 / 10 = ,64
25 + 100 = ,125
19 * 54 = ,1026
3420 / 45 = ,76
11 + 29 = ,40
77 * 20 = ,1540
29 - 84 = ,-55
1768 / 34 = ,52
52 * 34 = ,1768
73 * 87 = ,6351
36 * 71 = ,2556
85 * 50 = ,4250
46 + 59 = ,105
95 + 64 = ,159
79 + 37 = ,116
86 * 94 = ,8084
60 * 24 = ,1440
315 / 15 = ,21
96 + 58 = ,154
551 / 19 = ,29
65 + 55 = ,120
19 - 35 = ,-16
32 * 75 = ,2400
35 - 74 = ,-39
13 * 62 = ,806
90 + 34 = ,124
13 + 89 = ,102
98 + 40 = ,138
3696 / 84 = ,44
54 + 68 = ,122
42 - 59 = ,-17
5518 / 62 = ,89
720 / 10 = ,72
76 / 76 = ,1
4 + 16 = ,20
9 - 94 = ,-85
59 * 25 = ,1475
22 + 93 = ,115
1387 / 73 = ,19
5 - 77 = ,-72
83 + 50 = ,133
16 + 79 = ,95
64 + 51 = ,115
89 * 59 = ,5251
48 * 95 = ,4560
1540 / 20 = ,77
29 + 20 = ,49
58 * 45 = ,2610
64 * 84 = ,5376
90 + 30 = ,120
150 / 2 = ,75
7 - 24 = ,-17
59 * 91 = ,5369
6 * 35 = ,210
51 + 88 = ,139
47 + 59 = ,106
38 + 62 = ,100
7708 / 82 = ,94
60 + 28 = ,88
10 - 77 = ,-67
23 * 16 = ,368
64 * 90 = ,5760
84 * 28 = ,2352
42 + 10 = ,52
60 - 14 = ,46
25 - 79 = ,-54
87 - 7 = ,80
67 + 40 = ,107
7200 / 80 = ,90
93 + 29 = ,122
2112 / 64 = ,33
39 + 39 = ,78
97 - 69 = ,28
29 * 62 = ,1798
85 * 6 = ,510
92 * 71 = ,6532
82 + 30 = ,112
76 - 3 = ,73
28 * 73 = ,2044
44 * 44 = ,1936
77 - 23 = ,54
53 + 30 = ,83
75 * 85 = ,6375
3 + 93 = ,96
72 + 56 = ,128
82 * 57 = ,4674
47 * 83 = ,3901
28 - 51 = ,-23
15 / 5 = ,3
49 * 34 = ,1666
96 + 38 = ,134
14 - 89 = ,-75
4002 / 69 = ,58
41 + 87 = ,128
144 / 16 = ,9
68 * 20 = ,1360
4914 / 63 = ,78
82 - 21 = ,61
3276 / 78 = ,42
18 - 41 = ,-23
370 / 5 = ,74
74 - 82 = ,-8
475 / 5 = ,95
56 + 59 = ,115
60 - 36 = ,24
1628 / 22 = ,74
1120 / 14 = ,80
61 + 55 = ,116
59 + 5 = ,64
2400 / 25 = ,96
78 * 59 = ,4602
61 * 98 = ,5978
63 - 69 = ,-6
6 + 35 = ,41
48 + 7 = ,55
77 + 19 = ,96
80 * 88 = ,7040
17 + 56 = ,73
19 + 19 = ,38
100 - 34 = ,66
35 - 47 = ,-12
98 - 51 = ,47
63 + 44 = ,107
94 + 59 = ,153
76 - 72 = ,4
17 + 13 = ,30
3608 / 41 = ,88
80 - 39 = ,41
95 * 71 = ,6745
66 - 55 = ,11
76 - 45 = ,31
4 * 48 = ,192
4 + 25 = ,29
11 * 29 = ,319
74 * 97 = ,7178
70 + 30 = ,100
69 - 75 = ,-6
88 * 49 = ,4312
25 * 63 = ,1575
7 - 96 = ,-89
79 + 5 = ,84
1771 / 77 = ,23
97 * 56 = ,5432
98 + 92 = ,190
1716 / 33 = ,52
100 * 95 = ,9500
31 - 5 = ,26
14 * 100 = ,1400
74 - 87 = ,-13
21 + 38 = ,59
7 + 86 = ,93
1886 / 23 = ,82
95 + 50 = ,145
99 - 96 = ,3
31 + 32 = ,63
48 * 66 = ,3168
20 - 51 = ,-31
55 - 51 = ,4
82 * 18 = ,1476
31 + 79 = ,110
45 + 2 = ,47
52 - 66 = ,-14
132 / 12 = ,11
97 + 69 = ,166
28 + 90 = ,118
42 * 89 = ,3738
23 * 76 = ,1748
69 - 57 = ,12
2112 / 64 = ,33
35 + 93 = ,128
27 * 38 = ,1026
45 + 40 = ,85
78 + 59 = ,137
80 - 7 = ,73
99 - 51 = ,48
66 * 46 = ,3036
3 - 32 = ,-29
31 + 48 = ,79
36 + 67 = ,103
120 / 8 = ,15
14 + 1 = ,15
1400 / 56 = ,25
12 - 67 = ,-55
53 * 2 = ,106
1120 / 56 = ,20
1650 / 22 = ,75
90 - 5 = ,85
97 - 76 = ,21
22 - 47 = ,-25
8100 / 81 = ,100
70 * 32 = ,2240
594 / 18 = ,33
26 + 37 = ,63
15 - 71 = ,-56
61 - 38 = ,23
25 + 30 = ,55
4459 / 91 = ,49
4374 / 81 = ,54
98 - 46 = ,52
29 + 29 = ,58
1140 / 20 = ,57
15 + 13 = ,28
93 - 18 = ,75
390 / 6 = ,65
3315 / 85 = ,39
35 + 98 = ,133
63 + 38 = ,101
5040 / 56 = ,90
17 * 78 = ,1326
63 * 28 = ,1764
31 - 63 = ,-32
48 - 7 = ,41
108 / 27 = ,4
1 * 5 = ,5
53 + 12 = ,65
44 - 66 = ,-22
98 - 46 = ,52
52 + 9 = ,61
90 + 93 = ,183
44 + 50 = ,94
70 + 6 = ,76
87 - 94 = ,-7
87 * 17 = ,1479
40 - 95 = ,-55
12 - 46 = ,-34
89 + 66 = ,155
4355 / 67 = ,65
87 - 32 = ,55
4 + 37 = ,41
53 + 46 = ,99
27 + 87 = ,114
23 - 52 = ,-29
87 * 8 = ,696
22 - 67 = ,-45
81 * 9 = ,729
7476 / 84 = ,89
70 - 96 = ,-26
58 - 30 = ,28
1749 / 33 = ,53
84 + 35 = ,119
4248 / 72 = ,59
25 * 65 = ,1625
23 - 63 = ,-40
6240 / 78 = ,80
100 - 59 = ,41
638 / 29 = ,22
3795 / 69 = ,55
46 + 14 = ,60
2225 / 25 = ,89
594 / 66 = ,9
261 / 9 = ,29
2064 / 43 = ,48
2100 / 35 = ,60
86 / 43 = ,2
74 + 45 = ,119
5396 / 71 = ,76
81 - 23 = ,58
39 * 8 = ,312
43 * 37 = ,1591
539 / 7 = ,77
1 + 15 = ,16
5 * 84 = ,420
83 - 52 = ,31
88 * 89 = ,7832
96 * 60 = ,5760
1692 / 18 = ,94
81 - 60 = ,21
25 - 5 = ,20
812 / 58 = ,14
63 - 63 = ,0
93 * 96 = ,8928
89 / 1 = ,89
66 + 94 = ,160
5112 / 71 = ,72
39 + 59 = ,98
36 + 67 = ,103
36 * 52 = ,1872
100 + 86 = ,186
56 * 36 = ,2016
94 * 77 = ,7238
45 - 94 = ,-49
80 - 24 = ,56
59 * 32 = ,1888
5451 / 69 = ,79
59 + 26 = ,85
31 - 89 = ,-58
69 - 66 = ,3
43 - 81 = ,-38
18 - 98 = ,-80
49 * 87 = ,4263
97 * 93 = ,9021
68 * 68 = ,4624
82 + 20 = ,102
26 * 60 = ,1560
10 * 7 = ,70
3240 / 40 = ,81
8613 / 99 = ,87
29 - 36 = ,-7
5925 / 79 = ,75
176 / 22 = ,8
24 + 8 = ,32
43 * 27 = ,1161
5092 / 67 = ,76
15 * 44 = ,660
14 + 53 = ,67
80 - 31 = ,49
23 - 81 = ,-58
7 * 33 = ,231
28 + 17 = ,45
15 - 66 = ,-51
43 * 83 = ,3569
5440 / 64 = ,85
48 * 84 = ,4032
15 * 39 = ,585
216 / 27 = ,8
90 + 8 = ,98
936 / 18 = ,52
5264 / 56 = ,94
25 - 33 = ,-8
219 / 73 = ,3
74 * 46 = ,3404
3264 / 48 = ,68
49 * 79 = ,3871
22 + 58 = ,80
90 + 38 = ,128
21 + 58 = ,79
99 - 88 = ,11
21 + 48 = ,69
1392 / 16 = ,87
96 - 66 = ,30
61 + 3 = ,64
14 * 7 = ,98
14 - 13 = ,1
87 - 96 = ,-9
68 + 58 = ,126
672 / 7 = ,96
2760 / 46 = ,60
61 - 91 = ,-30
31 - 83 = ,-52
95 * 14 = ,1330
47 + 42 = ,89
5022 / 81 = ,62
71 + 14 = ,85
209 / 11 = ,19
22 - 99 = ,-77
588 / 84 = ,7
61 + 25 = ,86
46 - 77 = ,-31
59 * 69 = ,4071
47 + 48 = ,95
18 + 47 = ,65
67 + 82 = ,149
2068 / 22 = ,94
8 * 37 = ,296
3007 / 97 = ,31
2325 / 31 = ,75
39 + 67 = ,106
35 - 74 = ,-39
86 - 39 = ,47
1140 / 30 = ,38
810 / 10 = ,81
3339 / 53 = ,63
15 + 48 = ,63
35 - 63 = ,-28
3416 / 56 = ,61
87 - 51 = ,36
82 * 3 = ,246
18 + 72 = ,90
48 - 14 = ,34
4864 / 76 = ,64
546 / 21 = ,26
2376 / 54 = ,44
21 - 67 = ,-46
3332 / 34 = ,98
46 - 27 = ,19
37 / 1 = ,37
61 - 1 = ,60
66 + 73 = ,139
572 / 13 = ,44
47 + 6 = ,53
96 + 42 = ,138
3 + 78 = ,81
33 * 52 = ,1716
4 + 3 = ,7
2 * 75 = ,150
6720 / 96 = ,70
30 * 44 = ,1320
6 * 73 = ,438
19 * 65 = ,1235
99 - 67 = ,32
360 / 90 = ,4
48 * 3 = ,144
100 - 44 = ,56
27 - 9 = ,18
75 + 62 = ,137
23 + 92 = ,115
4088 / 56 = ,73
28 / 1 = ,28
100 - 100 = ,0
20 * 24 = ,480
1 + 3 = ,4
2240 / 80 = ,28
3498 / 66 = ,53
8 + 78 = ,86
2 + 45 = ,47
67 + 87 = ,154
53 + 17 = ,70
2997 / 81 = ,37
7 - 96 = ,-89
98 - 22 = ,76
49 + 55 = ,104
17 / 1 = ,17
35 * 55 = ,1925
69 - 64 = ,5
53 + 67 = ,120
14 - 6 = ,8
1830 / 30 = ,61
2 + 89 = ,91
3040 / 80 = ,38
54 - 96 = ,-42
440 / 55 = ,8
59 * 1 = ,59
490 / 5 = ,98
78 - 61 = ,17
93 * 71 = ,6603
31 * 78 = ,2418
32 + 35 = ,67
3680 / 92 = ,40
56 + 95 = ,151
51 + 2 = ,53
1320 / 24 = ,55
756 / 63 = ,12
3 - 86 = ,-83
94 + 79 = ,173
13 + 2 = ,15
5 * 26 = ,130
682 / 11 = ,62
22 + 94 = ,116
99 - 66 = ,33
15 - 65 = ,-50
13 + 10 = ,23
67 - 61 = ,6
1020 / 15 = ,68
22 - 85 = ,-63
5 + 69 = ,74
10 + 19 = ,29
19 + 6 = ,25
75 + 39 = ,114
47 + 38 = ,85
1914 / 58 = ,33
1800 / 90 = ,20
92 + 63 = ,155
19 - 99 = ,-80
49 + 42 = ,91
36 - 40 = ,-4
2231 / 97 = ,23
73 * 74 = ,5402
5 * 46 = ,230
230 / 23 = ,10
31 + 31 = ,62
51 + 13 = ,64
35 * 89 = ,3115
71 + 49 = ,120
85 + 45 = ,130
2652 / 68 = ,39
2 + 24 = ,26
12 * 53 = ,636
88 - 98 = ,-10
4453 / 73 = ,61
57 * 79 = ,4503
484 / 11 = ,44
4539 / 89 = ,51
13 * 14 = ,182
27 * 82 = ,2214
1920 / 48 = ,40
2752 / 43 = ,64
40 - 77 = ,-37
19 - 24 = ,-5
21 + 93 = ,114
93 + 14 = ,107
74 - 22 = ,52
1000 / 20 = ,50
180 / 12 = ,15
39 - 49 = ,-10
40 - 98 = ,-58
13 * 38 = ,494
3 - 91 = ,-88
4060 / 70 = ,58
8096 / 92 = ,88
1102 / 58 = ,19
2184 / 56 = ,39
2448 / 51 = ,48
15 + 38 = ,53
39 * 53 = ,2067
195 / 65 = ,3
2664 / 72 = ,37
6 + 86 = ,92
1568 / 16 = ,98
24 + 74 = ,98
2720 / 80 = ,34
4452 / 53 = ,84
56 - 84 = ,-28
34 + 80 = ,114
200 / 100 = ,2
3 - 52 = ,-49
34 * 46 = ,1564
32 - 79 = ,-47
9 - 54 = ,-45
66 - 76 = ,-10
1820 / 65 = ,28
86 + 85 = ,171
13 / 13 = ,1
47 + 72 = ,119
7 + 11 = ,18
2496 / 26 = ,96
65 * 38 = ,2470
75 + 37 = ,112
27 + 18 = ,45
2484 / 69 = ,36
2610 / 87 = ,30
13 - 9 = ,4
33 - 51 = ,-18
5280 / 96 = ,55
29 - 17 = ,12
37 - 25 = ,12
72 - 88 = ,-16
96 + 63 = ,159
1596 / 84 = ,19
36 * 90 = ,3240
17 - 39 = ,-22
42 - 50 = ,-8
55 - 14 = ,41
38 + 65 = ,103
540 / 30 = ,18
78 * 6 = ,468
3762 / 38 = ,99
98 * 64 = ,6272
4611 / 53 = ,87
15 * 59 = ,885
96 - 5 = ,91
95 * 20 = ,1900
88 - 62 = ,26
41 - 100 = ,-59
48 + 17 = ,65
56 + 1 = ,57
836 / 38 = ,22
80 + 73 = ,153
380 / 4 = ,95
49 - 63 = ,-14
3960 / 45 = ,88
63 * 64 = ,4032
1287 / 13 = ,99
74 * 42 = ,3108
1058 / 23 = ,46
11 * 74 = ,814
51 - 70 = ,-19
63 * 98 = ,6174
6072 / 88 = ,69
59 + 96 = ,155
59 * 2 = ,118
96 * 45 = ,4320
3 + 17 = ,20
2750 / 50 = ,55
46 - 71 = ,-25
70 * 31 = ,2170
14 + 8 = ,22
77 + 12 = ,89
79 + 60 = ,139
329 / 7 = ,47
11 + 19 = ,30
68 + 78 = ,146
22 * 2 = ,44
29 * 37 = ,1073
744 / 93 = ,8
71 * 10 = ,710
82 + 46 = ,128
20 - 92 = ,-72
8 - 7 = ,1
7 + 22 = ,29
89 - 92 = ,-3
69 - 79 = ,-10
6450 / 75 = ,86
88 + 63 = ,151
83 - 18 = ,65
53 - 88 = ,-35
79 * 3 = ,237
62 + 58 = ,120
27 - 4 = ,23
4698 / 54 = ,87
38 * 1 = ,38
5264 / 56 = ,94
61 * 100 = ,6100
31 - 94 = ,-63
53 * 90 = ,4770
31 + 95 = ,126
89 - 27 = ,62
37 + 48 = ,85
96 * 54 = ,5184
7 + 51 = ,58
13 - 26 = ,-13
82 * 45 = ,3690
44 - 16 = ,28
88 * 63 = ,5544
18 + 81 = ,99
23 - 36 = ,-13
1001 / 91 = ,11
21 + 88 = ,109
21 + 76 = ,97
43 - 18 = ,25
3016 / 58 = ,52
81 * 98 = ,7938
57 * 9 = ,513
93 / 31 = ,3
53 + 93 = ,146
2 * 84 = ,168
7030 / 95 = ,74
1881 / 33 = ,57
3828 / 87 = ,44
456 / 38 = ,12
3 * 95 = ,285
8 + 52 = ,60
17 + 44 = ,61
4 - 43 = ,-39
4 * 100 = ,400
2750 / 55 = ,50
74 * 59 = ,4366
72 + 92 = ,164
1364 / 22 = ,62
57 + 98 = ,155
14 + 61 = ,75
95 * 83 = ,7885
57 * 53 = ,3021
69 + 100 = ,169
43 + 8 = ,51
33 - 25 = ,8
99 * 14 = ,1386
41 + 66 = ,107
19 + 71 = ,90
51 * 33 = ,1683
100 - 69 = ,31
9 + 6 = ,15
73 + 72 = ,145
55 * 34 = ,1870
3854 / 82 = ,47
94 - 75 = ,19
80 * 50 = ,4000
71 - 97 = ,-26
63 - 24 = ,39
88 - 6 = ,82
65 + 76 = ,141
72 * 8 = ,576
2184 / 84 = ,26
51 + 10 = ,61
16 - 64 = ,-48
1458 / 18 = ,81
27 + 58 = ,85
63 * 26 = ,1638
84 * 11 = ,924
2 - 10 = ,-8
10 - 27 = ,-17
93 * 30 = ,2790
60 * 44 = ,2640
54 + 30 = ,84
64 * 71 = ,4544
5700 / 76 = ,75
42 + 10 = ,52
58 + 98 = ,156
36 - 9 = ,27
60 - 71 = ,-11
39 - 48 = ,-9
6 + 67 = ,73
432 / 72 = ,6
90 * 14 = ,1260
2352 / 42 = ,56
2 * 82 = ,164
27 * 64 = ,1728
59 - 29 = ,30
70 * 10 = ,700
21 * 21 = ,441
7332 / 78 = ,94
78 * 80 = ,6240
42 - 81 = ,-39
58 - 11 = ,47
81 + 18 = ,99
3784 / 43 = ,88
20 * 60 = ,1200
65 + 30 = ,95
95 * 30 = ,2850
16 * 45 = ,720
1674 / 27 = ,62
32 - 42 = ,-10
408 / 51 = ,8
20 + 48 = ,68
21 + 33 = ,54
42 + 31 = ,73
2346 / 51 = ,46
100 - 66 = ,34
90 + 81 = ,171
14 + 47 = ,61
80 + 82 = ,162
87 - 23 = ,64
3432 / 66 = ,52
513 / 19 = ,27
69 + 87 = ,156
18 * 80 = ,1440
2204 / 38 = ,58
42 * 27 = ,1134
96 - 43 = ,53
5760 / 80 = ,72
7644 / 84 = ,91
14 - 73 = ,-59
12 + 52 = ,64
44 + 39 = ,83
38 - 87 = ,-49
39 + 86 = ,125
66 - 52 = ,14
86 - 68 = ,18
33 * 15 = ,495
91 + 4 = ,95
40 + 95 = ,135
32 + 12 = ,44
92 + 72 = ,164
6 * 94 = ,564
88 + 47 = ,135
4823 / 91 = ,53
93 + 37 = ,130
33 - 81 = ,-48
87 - 91 = ,-4
84 - 43 = ,41
69 - 73 = ,-4
4800 / 75 = ,64
672 / 56 = ,12
4 + 32 = ,36
50 * 29 = ,1450
91 * 2 = ,182
4984 / 89 = ,56
38 + 28 = ,66
72 * 47 = ,3384
38 - 99 = ,-61
31 * 39 = ,1209
437 / 19 = ,23
87 + 61 = ,148
96 * 81 = ,7776
82 * 96 = ,7872
979 / 11 = ,89
46 - 81 = ,-35
3920 / 40 = ,98
87 + 19 = ,106
68 * 89 = ,6052
76 * 51 = ,3876
68 + 83 = ,151
97 - 81 = ,16
88 - 87 = ,1
5 - 81 = ,-76
5544 / 88 = ,63
231 / 77 = ,3
87 * 68 = ,5916
93 + 25 = ,118
20 * 31 = ,620
43 + 76 = ,119
98 + 82 = ,180
24 + 58 = ,82
35 + 68 = ,103
38 - 27 = ,11
63 + 1 = ,64
55 + 63 = ,118
68 + 62 = ,130
360 / 18 = ,20
1242 / 54 = ,23
87 * 79 = ,6873
56 + 89 = ,145
2160 / 36 = ,60
2132 / 82 = ,26
525 / 75 = ,7
23 - 22 = ,1
528 / 11 = ,48
55 + 33 = ,88
93 - 12 = ,81
1512 / 42 = ,36
39 * 37 = ,1443
19 * 28 = ,532
2976 / 48 = ,62
2 + 80 = ,82
35 * 40 = ,1400
63 - 10 = ,53
588 / 98 = ,6
39 - 53 = ,-14
27 - 65 = ,-38
59 * 11 = ,649
26 - 7 = ,19
100 + 78 = ,178
14 + 30 = ,44
14 + 2 = ,16
74 - 33 = ,41
33 + 99 = ,132
59 - 59 = ,0
16 + 24 = ,40
2 / 1 = ,2
11 - 91 = ,-80
14 + 28 = ,42
53 + 4 = ,57
50 + 3 = ,53
76 - 53 = ,23
94 - 26 = ,68
75 + 76 = ,151
12 * 9 = ,108
56 - 17 = ,39
63 + 27 = ,90
100 + 57 = ,157
26 - 10 = ,16
1 + 21 = ,22
79 - 29 = ,50
98 - 76 = ,22
87 * 71 = ,6177
70 + 37 = ,107
47 + 88 = ,135
91 + 23 = ,114
14 + 16 = ,30
5040 / 84 = ,60
68 - 53 = ,15
29 - 18 = ,11
59 - 80 = ,-21
41 - 3 = ,38
4930 / 85 = ,58
96 / 32 = ,3
75 - 88 = ,-13
64 * 1 = ,64
72 + 65 = ,137
41 * 21 = ,861
88 - 72 = ,16
30 - 62 = ,-32
96 / 1 = ,96
15 + 61 = ,76
265 / 5 = ,53
40 - 57 = ,-17
9 * 89 = ,801
39 * 100 = ,3900
81 - 79 = ,2
52 + 40 = ,92
12 * 23 = ,276
